Date,Game,Games_Calc,Games_Calc_(avg_earnings),Subset_Game_Labels,Earnings,Players,Tournaments
10/1/2005,StarCraft: Brood War,Others,Others,Others,13000,2,1
10/1/2005,Super Smash Bros. Melee,Others,Others,Others,6000,7,2
10/1/2005,Age of Empires II,Others,Others,Others,2500,8,1
10/1/2005,Counter-Strike: Source,Others,Others,Others,603.85,25,2
11/1/2005,Painkiller,Others,Others,Others,510000,32,1
11/1/2005,Counter-Strike: Source,Others,Others,Others,85000,15,1
11/1/2005,StarCraft: Brood War,Others,Others,Others,65369.09,18,3
11/1/2005,Halo 2,Others,Others,Others,56000,31,3
11/1/2005,WarCraft III,Others,Others,Others,52437.13,35,7
11/1/2005,Counter-Strike,Others,Others,Others,37556.16,157,5
11/1/2005,FIFA 05,Others,Others,Others,35000,3,1
11/1/2005,Need for Speed: Underground 2,Others,Others,Others,35000,3,1
11/1/2005,"Warhammer 40,000: Dawn of War",Others,Others,Others,35000,3,1
11/1/2005,Dead or Alive Ultimate,Others,Others,Others,30000,3,1
11/1/2005,Quake 4,Others,Others,Others,14456.95,13,3
11/1/2005,Super Smash Bros. Melee,Others,Others,Others,8677.5,13,4
11/1/2005,Defense of the Ancients,Others,Others,Others,1736.36,0,1
11/1/2005,Quake III Arena,Others,Others,Others,1041.81,6,1
11/1/2005,Unreal Tournament 2004,Others,Others,Others,1041.81,6,1
11/1/2005,FIFA 06,Others,Others,Others,694.54,4,1
11/1/2005,Need for Speed: Most Wanted,Others,Others,Others,694.54,4,1
12/1/2005,Counter-Strike,Others,Others,Others,251755.3,198,11
12/1/2005,WarCraft III,Others,Others,Others,58357.63,20,7
12/1/2005,Quake 4,Others,Others,Others,33323.75,35,3
12/1/2005,FIFA 06,Others,Others,Others,26000,2,1
12/1/2005,Halo 2,Others,Others,Others,21000,32,2
12/1/2005,FIFA 05,Others,Others,Others,13300.94,0,2
12/1/2005,Super Smash Bros. Melee,Others,Others,Others,6000,6,2
12/1/2005,StarCraft: Brood War,Others,Others,Others,4670.11,4,1
12/1/2005,Live for Speed,Others,Others,Others,1010.87,3,1
12/1/2005,Age of Empires II,Others,Others,Others,450,9,1
1/1/2006,StarCraft: Brood War,Others,Others,Others,114330.26,37,3
1/1/2006,Madden NFL 06,Others,Others,Others,100000,1,1
1/1/2006,Counter-Strike: Source,Others,Others,Others,21000,60,1
1/1/2006,WarCraft III,Others,Others,Others,15057.37,18,5
1/1/2006,Counter-Strike,Others,Others,Others,5302.57,25,3
1/1/2006,Quake 4,Others,Others,Others,3200,6,1
1/1/2006,Wolfenstein: Enemy Territory,Others,Others,Others,1500,18,1
2/1/2006,Counter-Strike,Others,Others,Others,101777.85,192,8
2/1/2006,Halo 2,Others,Others,Others,68750,32,2
2/1/2006,Age of Empires II,Others,Others,Others,19979,44,2
2/1/2006,Super Smash Bros. Melee,Others,Others,Others,19250,12,2
2/1/2006,WarCraft III,Others,Others,Others,19085.13,10,6
2/1/2006,StarCraft: Brood War,Others,Others,Others,15000,21,2
2/1/2006,Quake 4,Others,Others,Others,13092.34,18,4
2/1/2006,Quake III Arena,Others,Others,Others,2128.13,4,1
2/1/2006,TrackMania Nations,Others,Others,Others,1615,5,2
2/1/2006,Counter-Strike: Source,Others,Others,Others,1198.56,10,1
3/1/2006,Counter-Strike,Others,Others,Others,92804.77,110,8
3/1/2006,Counter-Strike: Source,Others,Others,Others,40887.05,65,4
3/1/2006,Quake 4,Others,Others,Others,40000,21,4
3/1/2006,StarCraft: Brood War,Others,Others,Others,37540,26,2
3/1/2006,WarCraft III,Others,Others,Others,22726,11,6
3/1/2006,Call of Duty,Others,Others,Others,4170,15,1
3/1/2006,Call of Duty 2,Others,Others,Others,2970.79,0,2
3/1/2006,FIFA 06,Others,Others,Others,200,1,1
3/1/2006,Need for Speed: Most Wanted,Others,Others,Others,0,3,1
4/1/2006,Counter-Strike,Others,Others,Others,48410.57,108,9
4/1/2006,Halo 2,Others,Others,Others,38975,26,2
4/1/2006,Super Smash Bros. Melee,Others,Others,Others,9775,13,2
4/1/2006,StarCraft: Brood War,Others,Others,Others,9084.8,19,2
4/1/2006,Battlefield 2,Others,Others,Others,8855.39,0,2
4/1/2006,Counter-Strike: Source,Others,Others,Others,8000.66,40,3
4/1/2006,Quake 4,Others,Others,Others,6222.83,9,3
4/1/2006,WarCraft III,Others,Others,Others,3027.28,9,6
4/1/2006,TrackMania Nations,Others,Others,Others,952.25,3,1
4/1/2006,Call of Duty 2,Others,Others,Others,619.88,0,1
4/1/2006,Age of Empires III,Others,Others,Others,500,3,1
5/1/2006,Counter-Strike,Others,Others,Others,172812.19,221,6
5/1/2006,WarCraft III,Others,Others,Others,64993.1,35,7
5/1/2006,Halo 2,Others,Others,Others,38975,16,2
5/1/2006,StarCraft: Brood War,Others,Others,Others,8896,19,3
5/1/2006,Quake 4,Others,Others,Others,5916.3,8,1
5/1/2006,Super Smash Bros. Melee,Others,Others,Others,5275,18,2
5/1/2006,Call of Duty 2,Others,Others,Others,3000,0,1
5/1/2006,Counter-Strike: Source,Others,Others,Others,1878.84,20,2
5/1/2006,TrackMania Nations,Others,Others,Others,1152.65,3,1
6/1/2006,Counter-Strike,Others,Others,Others,136497.9,137,17
6/1/2006,StarCraft: Brood War,Others,Others,Others,124532.47,35,4
6/1/2006,WarCraft III,Others,Others,Others,56506.73,36,9
6/1/2006,Halo 2,Others,Others,Others,38975,27,2
6/1/2006,Quake 4,Others,Others,Others,18000,6,2
6/1/2006,FIFA 06,Others,Others,Others,9856.52,0,1
6/1/2006,Battlefield 2,Others,Others,Others,6571.01,0,1
6/1/2006,Super Smash Bros. Melee,Others,Others,Others,5275,19,2
6/1/2006,Counter-Strike: Source,Others,Others,Others,2707.88,30,2
6/1/2006,Live for Speed,Others,Others,Others,1895.48,5,1
6/1/2006,Age of Empires II,Others,Others,Others,200,3,1
7/1/2006,Counter-Strike,Others,Others,Others,540229.04,319,11
7/1/2006,Quake 4,Others,Others,Others,111000,20,2
7/1/2006,StarCraft: Brood War,Others,Others,Others,77318.08,19,2
7/1/2006,Halo 2,Others,Others,Others,62975,32,4
7/1/2006,Battlefield 2,Others,Others,Others,50000,0,1
7/1/2006,WarCraft III,Others,Others,Others,49424.54,22,10
7/1/2006,TrackMania Nations,Others,Others,Others,40000,8,1
7/1/2006,Gran Turismo 4,Others,Others,Others,32000,4,1
7/1/2006,Pro Evolution Soccer 5,Others,Others,Others,32000,4,1
7/1/2006,Super Smash Bros. Melee,Others,Others,Others,18000,34,5
7/1/2006,Dead or Alive 4,Others,Others,Others,15000,2,1
7/1/2006,Forza Motorsport 2,Others,Others,Others,15000,2,1
7/1/2006,Day of Defeat,Others,Others,Others,10300,1,1
7/1/2006,Project Gotham Racing 3,Others,Others,Others,9000,3,1
7/1/2006,Ghost Recon Advanced Warfighter,Others,Others,Others,8000,0,1
7/1/2006,Age of Empires III,Others,Others,Others,2000,6,1
7/1/2006,Wolfenstein: Enemy Territory,Others,Others,Others,1000,22,1
7/1/2006,Age of Empires II,Others,Others,Others,153.54,3,1
8/1/2006,Counter-Strike,Others,Others,Others,180375.03,187,11
8/1/2006,Quake 4,Others,Others,Others,78129.76,20,5
8/1/2006,WarCraft III,Others,Others,Others,75430.88,64,14
8/1/2006,Halo 2,Others,Others,Others,38975,28,2
8/1/2006,StarCraft: Brood War,Others,Others,Others,38685.09,29,6
8/1/2006,Wolfenstein: Enemy Territory,Others,Others,Others,30000,15,1
8/1/2006,FIFA 06,Others,Others,Others,16564.37,13,3
8/1/2006,Super Smash Bros. Melee,Others,Others,Others,12175,12,4
8/1/2006,Counter-Strike: Source,Others,Others,Others,11083.84,35,3
8/1/2006,Capcom vs. SNK 2,Others,Others,Others,10250,8,1
8/1/2006,Dead or Alive 4,Others,Others,Others,10250,8,1
8/1/2006,Guilty Gear XX Slash,Others,Others,Others,10250,6,1
8/1/2006,Hyper Street Fighter II,Others,Others,Others,10250,8,1
8/1/2006,Marvel vs. Capcom 2,Others,Others,Others,10250,8,1
8/1/2006,Street Fighter III: 3rd Strike,Others,Others,Others,10250,8,1
8/1/2006,Tekken 5,Others,Others,Others,10250,8,1
8/1/2006,Battlefield 2,Others,Others,Others,9482.11,0,1
8/1/2006,Need for Speed: Most Wanted,Others,Others,Others,7000,8,2
8/1/2006,Quake III Arena,Others,Others,Others,2797.89,8,1
8/1/2006,Age of Empires III,Others,Others,Others,1000,4,1
8/1/2006,Call of Duty 2,Others,Others,Others,663.74,0,1
8/1/2006,Unreal Tournament 2004,Others,Others,Others,550,3,2
8/1/2006,Age of Empires,Others,Others,Others,42.25,10,1
9/1/2006,Counter-Strike,Others,Others,Others,207321.6,182,12
9/1/2006,WarCraft III,Others,Others,Others,76378.64,26,12
9/1/2006,StarCraft: Brood War,Others,Others,Others,30420.29,10,3
9/1/2006,Quake III Arena,Others,Others,Others,11500,4,1
9/1/2006,Call of Duty 2,Others,Others,Others,9500,0,1
9/1/2006,Quake 4,Others,Others,Others,9000,0,1
9/1/2006,Wolfenstein: Enemy Territory,Others,Others,Others,3850.2,19,1
9/1/2006,Age of Empires,Others,Others,Others,247,15,1
10/1/2006,Counter-Strike,Others,Others,Others,207673.01,105,8
10/1/2006,Halo 2,Others,Others,Others,97425,32,2
10/1/2006,StarCraft: Brood War,Others,Others,Others,94742.72,32,8
10/1/2006,WarCraft III,Others,Others,Others,66637.78,16,7
10/1/2006,"Warhammer 40,000: Dawn of War",Others,Others,Others,43000,3,1
10/1/2006,Quake 4,Others,Others,Others,35361.29,19,6
10/1/2006,Project Gotham Racing 3,Others,Others,Others,28300,4,2
10/1/2006,Super Smash Bros. Melee,Others,Others,Others,28284,18,3
10/1/2006,Need for Speed: Most Wanted,Others,Others,Others,28000,5,2
10/1/2006,Dead or Alive 4,Others,Others,Others,27800,4,2
10/1/2006,FIFA 06,Others,Others,Others,27000,3,1
10/1/2006,Counter-Strike: Source,Others,Others,Others,16386.77,46,4
10/1/2006,FIFA 07,Others,Others,Others,1300,2,1
10/1/2006,TrackMania Nations,Others,Others,Others,127.18,1,1
11/1/2006,StarCraft: Brood War,Others,Others,Others,215067.85,47,7
11/1/2006,Halo 2,Others,Others,Others,198000,13,2
11/1/2006,Counter-Strike,Others,Others,Others,150242.11,286,13
11/1/2006,TrackMania Nations,Others,Others,Others,40000,10,1
11/1/2006,WarCraft III,Others,Others,Others,34470.31,28,5
11/1/2006,Counter-Strike: Source,Others,Others,Others,19869.62,50,4
11/1/2006,Super Smash Bros. Melee,Others,Others,Others,18000,8,2
11/1/2006,Quake III Arena,Others,Others,Others,17387.74,12,2
11/1/2006,Call of Duty 2,Others,Others,Others,14494.87,0,2
11/1/2006,Quake 4,Others,Others,Others,10832.78,14,5
11/1/2006,Battlefield 2,Others,Others,Others,4166.08,0,2
12/1/2006,Counter-Strike,Others,Others,Others,292864.56,248,16
12/1/2006,WarCraft III,Others,Others,Others,98275.56,17,5
12/1/2006,StarCraft: Brood War,Others,Others,Others,82804.75,13,5
12/1/2006,Counter-Strike: Source,Others,Others,Others,54697.31,20,2
12/1/2006,Quake III Arena,Others,Others,Others,50000,32,1
12/1/2006,Halo 2,Others,Others,Others,35000,12,1
12/1/2006,Project Gotham Racing 3,Others,Others,Others,35000,3,1
12/1/2006,Quake 4,Others,Others,Others,35000,3,1
12/1/2006,FIFA 06,Others,Others,Others,32149.1,5,3
12/1/2006,FIFA 07,Others,Others,Others,26000,3,1
12/1/2006,Ghost Recon Advanced Warfighter,Others,Others,Others,16000,0,1
12/1/2006,Age of Empires II,Others,Others,Others,5000,16,1
12/1/2006,Age of Empires III,Others,Others,Others,1000,1,1
12/1/2006,Defense of the Ancients,Others,Others,Others,738.83,5,1
12/1/2006,Battlefield 2,Others,Others,Others,0,0,1
12/1/2006,Live for Speed,Others,Others,Others,0,1,1
1/1/2007,Madden NFL 07,Others,Others,Others,100000,1,1
1/1/2007,WarCraft III,Others,Others,Others,47561.61,28,8
1/1/2007,StarCraft: Brood War,Others,Others,Others,32212.8,15,6
1/1/2007,Counter-Strike,Others,Others,Others,10515.9,40,3
1/1/2007,Age of Empires II,Others,Others,Others,10000,16,1
1/1/2007,Counter-Strike: Source,Others,Others,Others,8294.48,20,2
1/1/2007,Super Smash Bros. Melee,Others,Others,Others,1249.76,10,3
1/1/2007,Age of Empires III,Others,Others,Others,100,1,1
2/1/2007,StarCraft: Brood War,Others,Others,Others,118210.13,33,5
2/1/2007,Counter-Strike,Others,Others,Others,108551.49,195,8
2/1/2007,WarCraft III,Others,Others,Others,24773.45,16,7
2/1/2007,Counter-Strike: Source,Others,Others,Others,9960.68,35,3
2/1/2007,Defense of the Ancients,Others,Others,Others,9548.34,0,1
2/1/2007,Wolfenstein: Enemy Territory,Others,Others,Others,6655.76,30,1
2/1/2007,Super Smash Bros. Melee,Others,Others,Others,2143.9,12,4
2/1/2007,Age of Empires II,Others,Others,Others,777.9,3,1
3/1/2007,Counter-Strike,Others,Others,Others,177202.55,137,7
3/1/2007,StarCraft: Brood War,Others,Others,Others,144610.72,25,4
3/1/2007,WarCraft III,Others,Others,Others,112407.18,16,6
3/1/2007,Rise of Nations: Rise of Legends,Others,Others,Others,69600,8,1
3/1/2007,FIFA 07,Others,Others,Others,9322.58,3,1
3/1/2007,Need for Speed Carbon,Others,Others,Others,9322.58,3,1
3/1/2007,Super Smash Bros. Melee,Others,Others,Others,8999,25,9
3/1/2007,Dead or Alive 4,Others,Others,Others,7990.78,3,1
3/1/2007,Project Gotham Racing 3,Others,Others,Others,7990.78,3,1
3/1/2007,Counter-Strike: Source,Others,Others,Others,5274,10,1
3/1/2007,TrackMania Nations,Others,Others,Others,822,3,1
4/1/2007,Counter-Strike,Others,Others,Others,192950.99,207,14
4/1/2007,Halo 2,Others,Others,Others,61400,34,2
4/1/2007,WarCraft III,Others,Others,Others,56574.12,33,15
4/1/2007,Counter-Strike: Source,Others,Others,Others,28089.18,84,6
4/1/2007,World of WarCraft,Others,Others,Others,20400,6,1
4/1/2007,Battlefield 2142,Others,Others,Others,18546.14,0,2
4/1/2007,Rainbow Six: Vegas,Others,Others,Others,16700,62,1
4/1/2007,Quake 4,Others,Others,Others,10996.07,9,2
4/1/2007,Super Smash Bros. Melee,Others,Others,Others,6514,29,15
4/1/2007,Battlefield 2,Others,Others,Others,4901.26,0,1
4/1/2007,Command & Conquer 3,Others,Others,Others,4901.26,4,1
4/1/2007,S.T.A.L.K.E.R.: Shadow of Chernobyl,Others,Others,Others,4901.26,0,1
4/1/2007,Supreme Commander,Others,Others,Others,4901.26,0,1
4/1/2007,Wolfenstein: Enemy Territory,Others,Others,Others,4055.84,18,1
4/1/2007,Day of Defeat: Source,Others,Others,Others,996.07,0,1
4/1/2007,Dead or Alive 4,Others,Others,Others,996.07,3,1
4/1/2007,Project Gotham Racing 3,Others,Others,Others,996.07,3,1
4/1/2007,StarCraft: Brood War,Others,Others,Others,962,3,1
4/1/2007,Call of Duty 2,Others,Others,Others,686.18,0,1
4/1/2007,Age of Empires III,Others,Others,Others,200,3,1
5/1/2007,Counter-Strike,Others,Others,Others,76113.94,87,8
5/1/2007,WarCraft III,Others,Others,Others,44456,27,14
5/1/2007,StarCraft: Brood War,Others,Others,Others,23271.98,6,3
5/1/2007,F.E.A.R.,Others,Others,Others,20000,7,1
5/1/2007,World in Conflict,Others,Others,Others,20000,15,1
5/1/2007,Counter-Strike: Source,Others,Others,Others,18002.32,36,3
5/1/2007,Call of Duty 2,Others,Others,Others,5953.8,0,1
5/1/2007,Quake III Arena,Others,Others,Others,3861.47,8,1
5/1/2007,Super Smash Bros. Melee,Others,Others,Others,2503,14,4
5/1/2007,FIFA 07,Others,Others,Others,500,1,1
6/1/2007,Counter-Strike,Others,Others,Others,161390.24,264,12
6/1/2007,WarCraft III,Others,Others,Others,70339.17,46,11
6/1/2007,Halo 2,Others,Others,Others,61600,30,2
6/1/2007,Counter-Strike: Source,Others,Others,Others,34582.4,56,3
6/1/2007,FIFA 07,Others,Others,Others,33805.95,8,2
6/1/2007,World of WarCraft,Others,Others,Others,30000,11,1
6/1/2007,F.E.A.R.,Others,Others,Others,20000,8,1
6/1/2007,World in Conflict,Others,Others,Others,20000,0,1
6/1/2007,Rainbow Six: Vegas,Others,Others,Others,16700,32,1
6/1/2007,Quake 4,Others,Others,Others,15000,8,1
6/1/2007,StarCraft: Brood War,Others,Others,Others,9555.45,6,2
6/1/2007,Super Smash Bros. Melee,Others,Others,Others,8605,32,11
6/1/2007,Defense of the Ancients,Others,Others,Others,7389.93,11,1
6/1/2007,Live for Speed,Others,Others,Others,2008.27,5,1
6/1/2007,Pro Evolution Soccer 6,Others,Others,Others,1216.82,3,1
6/1/2007,Super Smash Bros.,Others,Others,Others,415,6,2
6/1/2007,Gears of War,Others,Others,Others,0,0,1
7/1/2007,StarCraft: Brood War,Others,Others,Others,245678.5,43,3
7/1/2007,Counter-Strike,Others,Others,Others,158542.51,94,7
7/1/2007,WarCraft III,Others,Others,Others,101575.01,29,10
7/1/2007,Halo 2,Others,Others,Others,61600,27,2
7/1/2007,Quake 4,Others,Others,Others,34000,11,2
7/1/2007,Call of Duty 2,Others,Others,Others,20000,20,1
7/1/2007,TrackMania Nations,Others,Others,Others,19479.5,6,2
7/1/2007,Pro Evolution Soccer 6,Others,Others,Others,19000,3,1
7/1/2007,Rainbow Six: Vegas,Others,Others,Others,16700,32,1
7/1/2007,Super Smash Bros. Melee,Others,Others,Others,15864.93,40,7
7/1/2007,Gears of War,Others,Others,Others,14000,0,1
7/1/2007,Super Smash Bros.,Others,Others,Others,525,3,1
7/1/2007,Street Fighter III: 3rd Strike,Others,Others,Others,0,4,1
8/1/2007,Counter-Strike,Others,Others,Others,228779.24,199,12
8/1/2007,StarCraft: Brood War,Others,Others,Others,186738.47,41,10
8/1/2007,WarCraft III,Others,Others,Others,131597.85,69,17
8/1/2007,World of WarCraft,Others,Others,Others,70000,25,2
8/1/2007,Quake 4,Others,Others,Others,66562.74,18,4
8/1/2007,Halo 2,Others,Others,Others,61600,27,2
8/1/2007,Enemy Territory: Quake Wars,Others,Others,Others,50000,26,1
8/1/2007,Counter-Strike: Source,Others,Others,Others,35161.96,81,5
8/1/2007,FIFA 07,Others,Others,Others,17257.04,13,2
8/1/2007,Rainbow Six: Vegas,Others,Others,Others,16700,0,1
8/1/2007,Super Smash Bros. Melee,Others,Others,Others,14250,10,2
8/1/2007,Gears of War,Others,Others,Others,14000,0,1
8/1/2007,Capcom vs. SNK 2,Others,Others,Others,10250,8,1
8/1/2007,Guilty Gear XX Accent Core,Others,Others,Others,10250,23,1
8/1/2007,Marvel vs. Capcom 2,Others,Others,Others,10250,8,1
8/1/2007,Street Fighter III: 3rd Strike,Others,Others,Others,10250,8,1
8/1/2007,Super Street Fighter II Turbo,Others,Others,Others,10250,8,1
8/1/2007,Tekken 5: Dark Resurrection,Others,Others,Others,10250,8,1
8/1/2007,Virtua Fighter 5,Others,Others,Others,10250,8,1
8/1/2007,Need for Speed Carbon,Others,Others,Others,7000,8,1
8/1/2007,Defense of the Ancients,Others,Others,Others,4868.18,15,1
8/1/2007,Shadowrun,Others,Others,Others,4000,0,1
8/1/2007,Quake III Arena,Others,Others,Others,1927.79,12,2
8/1/2007,Age of Empires III,Others,Others,Others,1714.1,3,1
8/1/2007,Battlefield 2,Others,Others,Others,1613.6,0,1
8/1/2007,Call of Duty 2,Others,Others,Others,1613.6,0,1
9/1/2007,Counter-Strike,Others,Others,Others,108812.98,179,10
9/1/2007,Counter-Strike: Source,Others,Others,Others,94892.67,140,10
9/1/2007,Halo 2,Others,Others,Others,61600,28,2
9/1/2007,WarCraft III,Others,Others,Others,56096.88,50,23
9/1/2007,F.E.A.R.,Others,Others,Others,20000,8,1
9/1/2007,World in Conflict,Others,Others,Others,20000,0,1
9/1/2007,StarCraft: Brood War,Others,Others,Others,17274.44,13,6
9/1/2007,Rainbow Six: Vegas,Others,Others,Others,16700,0,1
9/1/2007,Gears of War,Others,Others,Others,14000,0,1
9/1/2007,Super Smash Bros. Melee,Others,Others,Others,9850,9,3
9/1/2007,Wolfenstein: Enemy Territory,Others,Others,Others,8445.28,30,1
9/1/2007,Call of Duty 2,Others,Others,Others,8261.73,20,1
9/1/2007,Shadowrun,Others,Others,Others,4000,0,1
9/1/2007,TrackMania Nations,Others,Others,Others,513.75,1,1
10/1/2007,Halo 2,Others,Others,Others,308000,36,2
10/1/2007,Counter-Strike,Others,Others,Others,192812.91,116,9
10/1/2007,Gears of War,Others,Others,Others,120000,1,2
10/1/2007,Madden NFL 08,Others,Others,Others,100000,1,1
10/1/2007,WarCraft III,Others,Others,Others,94963.58,26,14
10/1/2007,Rainbow Six: Vegas,Others,Others,Others,84000,0,1
10/1/2007,StarCraft: Brood War,Others,Others,Others,75012.42,13,3
10/1/2007,Counter-Strike: Source,Others,Others,Others,44363.03,76,6
10/1/2007,FIFA 07,Others,Others,Others,26000,3,1
10/1/2007,Age of Empires III,Others,Others,Others,20000,3,1
10/1/2007,Carom 3D,Others,Others,Others,20000,3,1
10/1/2007,Command & Conquer 3,Others,Others,Others,20000,3,1
10/1/2007,Dead or Alive 4,Others,Others,Others,20000,3,1
10/1/2007,Need for Speed Carbon,Others,Others,Others,20000,3,1
10/1/2007,Project Gotham Racing 3,Others,Others,Others,20000,3,1
10/1/2007,Shadowrun,Others,Others,Others,16000,0,1
10/1/2007,Age of Empires II,Others,Others,Others,10000,28,1
10/1/2007,Super Smash Bros. Melee,Others,Others,Others,1800,3,1
10/1/2007,TrackMania Nations,Others,Others,Others,767.2,3,1
11/1/2007,StarCraft: Brood War,Others,Others,Others,133146.5,38,4
11/1/2007,Counter-Strike,Others,Others,Others,93734.65,226,10
11/1/2007,World of WarCraft,Others,Others,Others,75000,9,1
