Date,Game,Games_Calc,Games_Calc_(avg_earnings),Subset_Game_Labels,Earnings,Players,Tournaments
12/1/2022,Old School Runescape,Others,Others,Others,20000,10,1
12/1/2022,SMITE,Others,Others,Others,20000,20,1
12/1/2022,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,Top 10 Customers,19218.01,33,1
12/1/2022,Guilty Gear -STRIVE-,Others,Others,Others,17984.83,22,4
12/1/2022,DNF Duel,Others,Others,Others,14902.17,8,1
12/1/2022,Pokémon GO,Others,Others,Others,13100,24,4
12/1/2022,Diabotical,Others,Others,Others,13015,65,13
12/1/2022,King of Fighters XV,Others,Others,Others,12530.14,31,4
12/1/2022,iRacing.com,Others,Others,Others,10700,6,1
12/1/2022,Trackmania (2020),Others,Others,Others,10624.83,62,16
12/1/2022,Rezzil Player,Others,Others,Others,10550,12,2
12/1/2022,Dead by Daylight Mobile,Others,Others,Others,10000,0,1
12/1/2022,Super Smash Bros. Ultimate,Others,Others,Others,10000,25,5
